match_id;event_id;date;team1;team1_score;team1_clutches;team1_rating;team1_firstkills;team2;team2_score;team2_clutches;team2_rating;team2_firstkills;map;event
70102;3392;2018-07-08;Natus Vincere;16;2 ;1.29;13 ;BIG;8; 2;0.82; 11;Inferno;ESL One Cologne 2018;
