id,event_id,map,date,team1,team2,team1_score,team2_score,team1_rating,team2_rating,team1_first_kills,team2_first_kills,team1_clutches,team2_clutches
28444,2036,4,2016-03-04 19:30,6290,4608,16,12,1.19 , 0.92,16 , 12,4 , 0
28439,2036,6,2016-03-04 16:15,4991,5378,16,5,1.50 , 0.53,14 , 7,0 , 1
28438,2036,3,2016-03-04 11:30,4608,6118,16,13,1.18 , 0.93,12 , 16,1 , 5
28435,2036,8,2016-03-04 11:30,4608,6118,16,10,1.20 , 0.94,11 , 15,1 , 1
28424,2036,1,2016-03-03 19:00,5991,6226,19,22,1.06 , 1.03,26 , 15,0 , 3
28436,2036,7,2016-03-04 11:30,4608,6118,15,19,1.05 , 1.03,19 , 15,1 , 2
28423,2036,3,2016-03-03 19:00,5378,6667,16,13,0.99 , 1.11,11 , 18,2 , 1
28422,2036,1,2016-03-03 19:00,6665,6118,16,12,1.07 , 1.01,11 , 16,2 , 0
28427,2036,8,2016-03-03 17:55,6226,5378,9,16,0.74 , 1.33,7 , 18,3 , 0
28411,2036,1,2016-03-03 14:00,5991,5378,14,16,0.97 , 1.14,9 , 21,2 , 3
28421,2036,3,2016-03-03 17:55,5991,6118,7,16,0.79 , 1.32,10 , 13,1 , 3
28420,2036,7,2016-03-03 16:30,5378,6118,9,16,0.86 , 1.33,10 , 15,2 , 1
28417,2036,3,2016-03-03 15:20,6226,6665,5,16,0.79 , 1.38,9 , 12,0 , 1
28418,2036,6,2016-03-03 15:20,5991,6667,16,12,1.18 , 0.93,15 , 13,0 , 1
28419,2036,4,2016-03-03 16:30,6667,6665,5,16,0.75 , 1.47,7 , 14,1 , 2
28412,2036,2,2016-03-03 14:00,6667,6118,19,16,1.10 , 0.99,18 , 17,2 , 2
28410,2036,4,2016-03-03 12:40,6226,6118,13,16,0.88 , 1.24,7 , 22,3 , 1
28409,2036,8,2016-03-03 12:40,5378,6665,6,16,0.75 , 1.34,8 , 14,0 , 2
28408,2036,6,2016-03-03 11:20,5991,6665,11,16,0.97 , 1.17,12 , 15,2 , 3
28406,2036,1,2016-03-03 11:20,6226,6667,5,16,0.69 , 1.45,9 , 12,0 , 2
28398,2036,3,2016-03-02 19:20,6290,4411,13,16,0.98 , 1.13,13 , 16,2 , 1
28399,2036,2,2016-03-02 19:20,4991,4494,19,17,1.15 , 1.00,14 , 21,2 , 2
28397,2036,7,2016-03-02 19:20,4608,6248,16,6,1.40 , 0.73,16 , 6,0 , 1
28396,2036,7,2016-03-02 18:00,4494,6290,14,16,1.03 , 1.08,16 , 14,0 , 2
28394,2036,1,2016-03-02 18:30,4991,6248,16,4,1.46 , 0.70,10 , 10,3 , 1
28395,2036,8,2016-03-02 16:50,4411,4608,13,16,1.00 , 1.15,10 , 19,1 , 3
28393,2036,4,2016-03-02 16:40,6290,6248,16,6,1.39 , 0.64,13 , 9,2 , 1
28392,2036,4,2016-03-02 15:20,4991,4411,16,14,1.06 , 1.06,15 , 15,4 , 4
28389,2036,3,2016-03-02 15:00,4411,6248,16,5,1.48 , 0.80,12 , 9,5 , 0
28388,2036,2,2016-03-02 12:40,4494,6248,16,7,1.48 , 0.59,16 , 7,0 , 3
28391,2036,7,2016-03-02 15:20,4494,4608,6,16,0.74 , 1.35,9 , 13,1 , 1
28390,2036,4,2016-03-02 14:00,4991,6290,12,16,0.98 , 1.19,13 , 15,2 , 2
28387,2036,3,2016-03-02 12:40,6290,4608,16,11,1.14 , 0.89,15 , 11,2 , 0
28386,2036,3,2016-03-02 11:20,4494,4411,16,8,1.26 , 0.82,16 , 8,2 , 0
28385,2036,2,2016-03-02 11:20,4991,4608,16,10,1.04 , 1.03,12 , 14,0 , 1
29610,2027,8,2016-04-03 17:45,4608,6290,2,16,0.58 , 1.59,4 , 14,0 , 6
29608,2027,3,2016-04-03 17:45,4608,6290,17,19,0.99 , 1.20,16 , 20,7 , 4
29603,2027,1,2016-04-02 21:45,5973,6290,16,19,0.99 , 1.15,18 , 17,3 , 2
29601,2027,3,2016-04-02 21:45,5973,6290,15,19,0.87 , 1.17,17 , 17,2 , 1
29600,2027,2,2016-04-02 18:45,4608,6665,16,5,1.38 , 0.72,14 , 7,2 , 0
29599,2027,4,2016-04-02 18:45,4608,6665,16,14,1.02 , 0.96,12 , 18,1 , 0
29592,2027,8,2016-04-02 14:00,6290,5378,16,11,1.12 , 0.97,18 , 9,1 , 1
29589,2027,7,2016-04-02 14:00,6290,5378,16,10,1.31 , 0.84,17 , 9,0 , 3
29587,2027,1,2016-04-02 14:00,6290,5378,17,19,0.97 , 1.14,17 , 19,1 , 2
29575,2027,3,2016-04-01 20:00,5973,5974,16,6,1.38 , 0.70,18 , 3,1 , 1
29574,2027,1,2016-04-01 20:00,5973,5974,16,13,1.12 , 1.05,15 , 14,3 , 0
29573,2027,1,2016-04-01 17:15,6665,4991,16,5,1.40 , 0.68,12 , 9,0 , 0
29572,2027,8,2016-04-01 17:15,6665,4991,16,10,1.18 , 1.00,15 , 11,4 , 1
29571,2027,3,2016-04-01 14:00,4608,4411,16,10,1.25 , 0.81,12 , 14,2 , 1
29570,2027,4,2016-04-01 14:00,4608,4411,16,9,1.18 , 0.96,15 , 10,2 , 1
29569,2027,7,2016-04-01 00:00,5995,5378,7,16,0.72 , 1.38,8 , 15,1 , 3
29566,2027,3,2016-03-31 20:00,6651,5974,10,16,0.87 , 1.26,12 , 14,0 , 0
29567,2027,6,2016-04-01 00:00,5995,5378,9,16,0.80 , 1.32,12 , 13,0 , 2
29568,2027,4,2016-04-01 00:00,5995,5378,16,9,1.25 , 0.90,14 , 11,3 , 2
29565,2027,7,2016-03-31 20:00,6651,5974,11,16,0.94 , 1.14,12 , 15,1 , 1
29556,2027,7,2016-03-31 00:40,4608,5378,16,4,1.46 , 0.64,13 , 7,1 , 0
29564,2027,1,2016-03-31 20:00,6651,5974,16,13,1.15 , 0.93,16 , 13,3 , 2
29563,2027,7,2016-03-31 17:40,6667,4991,6,16,0.66 , 1.45,8 , 13,2 , 0
29560,2027,3,2016-03-31 17:40,6667,4991,10,16,0.98 , 1.14,17 , 9,1 , 3
29559,2027,8,2016-03-31 14:00,4494,4411,9,16,0.92 , 1.18,11 , 14,0 , 0
29558,2027,1,2016-03-31 14:00,4494,4411,16,12,1.23 , 0.92,16 , 12,0 , 3
29557,2027,7,2016-03-31 14:00,4494,4411,5,16,0.87 , 1.34,11 , 9,1 , 2
29555,2027,8,2016-03-30 23:25,5974,6665,9,16,0.77 , 1.22,8 , 16,0 , 1
29552,2027,2,2016-03-30 21:20,5973,4991,22,19,1.18 , 0.95,22 , 19,3 , 2
29551,2027,3,2016-03-30 20:30,4411,6290,5,16,0.67 , 1.48,7 , 14,0 , 2
29550,2027,2,2016-03-30 19:30,5752,5995,3,16,0.61 , 1.57,5 , 14,0 , 0
29548,2027,4,2016-03-30 17:00,6667,6301,16,3,1.47 , 0.62,10 , 9,0 , 0
29549,2027,1,2016-03-30 18:10,5991,6651,13,16,1.06 , 1.10,17 , 12,2 , 2
29540,2027,7,2016-03-30 14:00,5988,4494,28,31,1.10 , 1.04,29 , 30,4 , 9
29539,2027,6,2016-03-30 00:15,5378,5995,16,1,1.54 , 0.64,12 , 5,2 , 0
29538,2027,6,2016-03-29 23:15,4608,5752,16,9,1.21 , 0.83,13 , 12,1 , 0
29537,2027,6,2016-03-29 21:50,6665,6651,16,10,1.21 , 0.95,14 , 12,3 , 1
29536,2027,7,2016-03-29 20:10,5991,5974,8,16,0.88 , 1.27,9 , 15,2 , 1
29535,2027,6,2016-03-29 19:00,4991,6301,16,5,1.47 , 0.65,13 , 8,1 , 1
29534,2027,1,2016-03-29 17:30,6667,5973,11,16,0.92 , 1.17,11 , 16,0 , 2
29533,2027,3,2016-03-29 16:00,6290,4494,16,13,1.06 , 1.03,14 , 15,1 , 2
29735,2027,1,2016-03-29 14:00,4411,5988,19,17,1.04 , 1.11,13 , 23,4 , 2
29890,2099,2,2016-04-17 17:30,4608,4411,14,16,0.95 , 1.08,15 , 15,1 , 3
29889,2099,3,2016-04-17 13:00,6902,4411,10,16,0.99 , 1.18,12 , 14,2 , 3
29887,2099,6,2016-04-17 13:00,6902,4411,19,16,1.11 , 0.94,18 , 17,0 , 1
29886,2099,7,2016-04-17 13:00,6902,4411,14,16,1.08 , 1.02,17 , 13,1 , 4
29885,2099,4,2016-04-17 10:00,4608,5991,16,2,1.58 , 0.55,14 , 4,1 , 0
29884,2099,2,2016-04-17 10:00,4608,5991,16,7,1.36 , 0.79,15 , 8,2 , 2
29883,2099,6,2016-04-16 18:45,4411,5378,16,12,1.19 , 0.93,14 , 14,2 , 2
29877,2099,4,2016-04-16 15:00,4494,6902,10,16,0.92 , 1.17,11 , 14,0 , 3
29882,2099,1,2016-04-16 18:45,4411,5378,16,12,1.24 , 0.94,15 , 13,2 , 2
29881,2099,3,2016-04-16 15:00,4494,6902,13,16,0.95 , 1.15,12 , 17,2 , 4
29872,2099,4,2016-04-16 09:00,4608,4863,16,10,1.23 , 0.91,13 , 13,2 , 2
29876,2099,1,2016-04-16 15:00,4494,6902,16,7,1.34 , 0.79,13 , 10,0 , 1
29875,2099,3,2016-04-16 12:00,5422,5991,8,16,0.89 , 1.27,13 , 11,2 , 3
29874,2099,4,2016-04-16 12:00,5422,5991,12,16,0.88 , 1.19,12 , 16,3 , 2
29873,2099,3,2016-04-16 09:00,4608,4863,16,5,1.43 , 0.77,13 , 8,2 , 0
29870,2099,4,2016-04-14 19:15,5991,6118,16,14,1.11 , 1.03,16 , 13,3 , 3
29867,2099,2,2016-04-14 19:15,5991,6118,16,9,1.21 , 0.93,13 , 12,1 , 2
29864,2099,6,2016-04-14 15:15,4411,6665,16,12,1.15 , 0.88,16 , 12,2 , 0
29857,2099,4,2016-04-14 09:00,4863,6290,16,12,1.10 , 0.99,13 , 15,3 , 0
29863,2099,4,2016-04-14 15:15,4411,6665,9,16,0.98 , 1.10,13 , 12,0 , 2
29862,2099,1,2016-04-14 15:15,4411,6665,16,5,1.33 , 0.75,10 , 11,1 , 1
29861,2099,1,2016-04-14 12:30,6902,5974,16,8,1.29 , 0.81,17 , 7,2 , 2
29858,2099,8,2016-04-14 12:30,6902,5974,19,16,1.21 , 0.88,18 , 17,1 , 3
29856,2099,8,2016-04-14 09:00,4863,6290,7,16,0.77 , 1.32,10 , 13,0 , 2
29855,2099,1,2016-04-14 09:00,4863,6290,16,14,1.14 , 1.08,14 , 16,2 , 3
29852,2099,3,2016-04-13 19:30,5378,6118,16,9,1.20 , 0.89,12 , 12,4 , 0
29847,2099,2,2016-04-13 16:30,4608,5974,19,15,1.14 , 0.93,18 , 16,3 , 2
29850,2099,1,2016-04-13 18:00,6665,5422,9,16,1.00 , 1.10,8 , 17,0 , 3
29846,2099,1,2016-04-13 15:00,6290,4494,7,16,0.81 , 1.25,11 , 12,0 , 0
29843,2099,6,2016-04-13 10:45,6902,5995,16,8,1.31 , 0.85,17 , 7,2 , 1
29845,2099,1,2016-04-13 13:30,6667,5991,12,16,0.99 , 1.14,15 , 13,2 , 1
29844,2099,1,2016-04-13 12:00,6372,4411,8,16,0.94 , 1.27,11 , 13,0 , 1
29840,2099,7,2016-04-13 09:00,5973,4863,19,22,1.08 , 1.14,20 , 21,2 , 6
29838,2099,7,2016-04-12 19:30,5991,6118,14,16,0.93 , 1.20,14 , 16,3 , 2
29833,2099,6,2016-04-12 18:00,5378,6667,16,8,1.22 , 1.01,14 , 10,2 , 2
29829,2099,8,2016-04-12 16:30,4411,5422,2,16,0.74 , 1.47,6 , 12,0 , 3
29828,2099,3,2016-04-12 15:00,6665,6372,16,9,1.24 , 0.78,14 , 11,2 , 1
29827,2099,2,2016-04-12 13:30,5995,5974,2,16,0.59 , 1.58,6 , 12,0 , 2
29826,2099,6,2016-04-12 12:00,4608,6902,16,11,1.13 , 0.92,13 , 14,0 , 2
30804,2130,6,2016-05-14 17:40,5995,4991,16,12,1.15 , 0.96,13 , 15,2 , 0
29825,2099,2,2016-04-12 10:30,5973,4494,13,16,0.99 , 1.16,12 , 17,3 , 3
29824,2099,3,2016-04-12 09:00,6290,4863,16,7,1.46 , 0.74,17 , 6,3 , 2
30821,2130,7,2016-05-15 16:00,6290,5995,10,16,0.82 , 1.33,8 , 18,3 , 0
30819,2130,6,2016-05-15 16:00,6290,5995,16,13,1.15 , 0.94,16 , 13,2 , 1
30817,2130,8,2016-05-15 16:00,6290,5995,10,16,0.97 , 1.17,11 , 15,1 , 1
30803,2130,1,2016-05-14 17:40,5995,4991,16,8,1.34 , 0.82,13 , 11,2 , 2
30802,2130,4,2016-05-14 17:40,5995,4991,14,16,0.91 , 1.16,12 , 18,1 , 1
30798,2130,7,2016-05-14 14:00,4411,6290,10,16,0.79 , 1.38,8 , 18,3 , 1
30796,2130,2,2016-05-14 14:00,4411,6290,16,8,1.16 , 0.92,14 , 10,1 , 0
30775,2130,3,2016-05-12 18:15,4991,5973,16,13,1.16 , 0.98,14 , 15,3 , 2
30764,2130,2,2016-05-12 12:00,5752,5973,16,19,0.93 , 1.19,19 , 16,2 , 0
30790,2130,8,2016-05-14 14:00,4411,6290,4,16,0.63 , 1.54,4 , 16,1 , 0
30770,2130,1,2016-05-12 18:15,4991,5973,16,6,1.38 , 0.76,14 , 8,0 , 1
30768,2130,8,2016-05-12 15:35,6615,6290,13,16,0.81 , 1.27,11 , 18,0 , 0
30767,2130,4,2016-05-12 15:35,6615,6290,12,16,0.93 , 1.30,9 , 19,4 , 1
30766,2130,7,2016-05-12 12:00,5752,5973,10,16,0.91 , 1.24,10 , 16,2 , 2
30747,2130,6,2016-05-11 19:45,6665,6290,13,16,1.10 , 0.98,17 , 12,0 , 4
30746,2130,8,2016-05-11 19:45,6665,6290,12,16,0.95 , 1.18,13 , 15,1 , 2
30743,2130,2,2016-05-11 19:45,6665,6290,16,9,1.26 , 0.87,15 , 10,2 , 0
30742,2130,6,2016-05-11 18:40,4991,4411,9,16,0.90 , 1.24,11 , 14,1 , 1
30741,2130,7,2016-05-11 17:35,6615,5995,7,16,0.72 , 1.40,6 , 17,0 , 0
30738,2130,2,2016-05-11 15:50,4411,5973,22,18,1.07 , 1.04,19 , 21,3 , 2
33109,2135,6,2016-07-30 02:00,4494,5378,7,16,0.70 , 1.39,12 , 11,1 , 3
30737,2130,4,2016-05-11 14:30,4991,5752,16,10,1.08 , 0.95,10 , 16,1 , 1
30736,2130,6,2016-05-11 13:30,6290,5995,12,16,0.89 , 1.14,14 , 14,0 , 1
30735,2130,4,2016-05-11 12:00,6665,6615,7,16,0.81 , 1.30,9 , 14,0 , 2
33140,2135,3,2016-07-30 20:00,4991,5378,8,16,0.92 , 1.24,16 , 8,1 , 4
33110,2135,1,2016-07-30 02:00,4494,5378,10,16,0.87 , 1.26,11 , 15,1 , 3
33135,2135,7,2016-07-30 20:00,4991,5378,10,16,0.86 , 1.31,7 , 19,0 , 2
33104,2135,6,2016-07-29 21:00,4991,4608,16,14,1.08 , 0.99,13 , 17,0 , 1
33103,2135,7,2016-07-29 21:00,4991,4608,16,4,1.41 , 0.67,14 , 6,2 , 1
32873,2135,7,2016-07-23 02:00,5378,4411,16,9,1.31 , 0.84,15 , 10,2 , 2
32872,2135,2,2016-07-23 02:00,5378,4411,16,8,1.23 , 0.90,16 , 8,2 , 0
32871,2135,2,2016-07-22 21:00,6665,4494,12,16,1.06 , 1.08,13 , 15,1 , 4
32824,2135,2,2016-07-21 18:00,5991,4991,7,16,0.79 , 1.38,8 , 15,2 , 1
32868,2135,3,2016-07-22 21:00,6665,4494,2,16,0.70 , 1.43,9 , 8,0 , 3
32836,2135,7,2016-07-21 20:30,4608,5752,16,14,0.96 , 1.09,15 , 15,1 , 0
32835,2135,2,2016-07-21 20:30,4608,5752,9,16,0.76 , 1.32,6 , 19,1 , 1
32833,2135,8,2016-07-21 20:30,4608,5752,19,15,1.14 , 0.95,16 , 18,1 , 0
32823,2135,7,2016-07-21 18:00,5991,4991,13,16,1.06 , 1.05,18 , 11,1 , 1
32618,2135,2,2016-07-16 02:00,4494,6667,16,3,1.49 , 0.68,15 , 4,1 , 1
32612,2135,6,2016-07-16 02:00,4494,6667,9,16,0.86 , 1.25,9 , 16,0 , 1
32619,2135,1,2016-07-16 02:00,4494,6667,19,17,1.13 , 1.10,15 , 21,5 , 4
32609,2135,3,2016-07-15 21:00,6211,5378,20,22,1.05 , 1.06,21 , 21,2 , 6
32605,2135,7,2016-07-15 21:00,6211,5378,9,16,0.78 , 1.40,7 , 18,3 , 2
32577,2135,7,2016-07-14 22:15,6667,5974,14,16,1.03 , 1.06,14 , 16,0 , 2
32563,2135,3,2016-07-14 22:15,6667,5974,16,4,1.46 , 0.61,12 , 8,2 , 0
32584,2135,2,2016-07-14 22:15,6667,5974,22,19,1.06 , 1.07,17 , 24,2 , 5
32559,2135,8,2016-07-14 18:00,5995,4494,17,19,1.08 , 1.06,22 , 14,2 , 4
32549,2135,2,2016-07-14 18:00,5995,4494,9,16,0.85 , 1.22,10 , 15,1 , 1
32551,2135,1,2016-07-14 18:00,5995,4494,25,22,1.02 , 1.13,21 , 26,4 , 2
32511,2135,2,2016-07-13 20:15,6651,5378,17,19,1.09 , 1.03,21 , 15,1 , 6
32515,2135,3,2016-07-13 20:15,6651,5378,6,16,0.75 , 1.41,9 , 13,2 , 4
32510,2135,6,2016-07-13 18:00,6211,5988,16,5,1.57 , 0.55,13 , 8,0 , 2
32506,2135,7,2016-07-13 18:00,6211,5988,16,5,1.30 , 0.85,11 , 10,3 , 1
32196,2135,1,2016-07-02 02:00,5991,5378,16,8,1.19 , 0.91,13 , 11,2 , 0
32195,2135,6,2016-07-02 02:00,5991,5378,16,11,1.16 , 0.89,13 , 14,1 , 1
32180,2135,3,2016-06-30 20:15,5378,6651,16,6,1.31 , 0.74,14 , 7,2 , 0
32181,2135,7,2016-06-30 20:15,5378,6651,16,6,1.39 , 0.66,16 , 6,1 , 1
32177,2135,1,2016-06-30 18:00,5991,5005,16,8,1.32 , 0.83,14 , 10,1 , 0
32148,2135,6,2016-06-29 19:30,6651,5378,9,16,0.90 , 1.24,9 , 16,1 , 0
32176,2135,2,2016-06-30 18:00,5991,5005,16,9,1.34 , 0.89,17 , 8,1 , 2
32151,2135,1,2016-06-29 20:40,6651,5005,14,16,1.08 , 1.09,14 , 16,1 , 3
32160,2135,6,2016-06-29 21:50,5005,6651,13,16,0.89 , 1.16,13 , 16,1 , 1
32124,2135,3,2016-06-28 20:40,5378,5991,19,16,1.13 , 1.00,17 , 18,3 , 4
32142,2135,5,2016-06-29 18:20,5378,6651,12,16,0.92 , 1.19,11 , 16,1 , 4
32137,2135,7,2016-06-29 17:15,5005,5991,9,16,0.96 , 1.30,10 , 15,1 , 3
32133,2135,6,2016-06-29 16:00,5991,5005,16,12,1.26 , 0.97,15 , 13,3 , 4
32129,2135,1,2016-06-28 21:50,5991,5378,16,11,1.10 , 1.03,14 , 13,1 , 0
32117,2135,7,2016-06-28 19:30,6651,5991,9,16,0.84 , 1.25,10 , 15,1 , 0
32110,2135,2,2016-06-28 18:20,5991,6651,16,13,1.14 , 0.89,19 , 10,0 , 0
32101,2135,7,2016-06-28 17:10,5005,5378,11,16,0.81 , 1.32,9 , 18,1 , 1
32100,2135,8,2016-06-28 16:00,5378,5005,16,7,1.38 , 0.79,10 , 13,2 , 0
31981,2135,3,2016-06-25 02:00,4608,5988,16,2,1.63 , 0.42,16 , 2,0 , 1
39849,2367,6,2016-12-11 01:20,6667,6615,10,16,0.79 , 1.31,8 , 18,0 , 0
31980,2135,6,2016-06-25 02:00,4608,5988,16,13,1.06 , 1.02,15 , 14,1 , 0
39848,2367,6,2016-12-10 22:40,6137,7010,16,14,0.99 , 1.09,15 , 15,2 , 2
39847,2367,1,2016-12-10 22:40,6137,7010,16,9,1.26 , 0.83,20 , 5,3 , 1
39844,2367,1,2016-12-10 18:40,6615,5752,19,17,1.14 , 0.98,20 , 16,0 , 3
39842,2367,8,2016-12-10 18:40,6615,5752,16,12,1.02 , 1.08,12 , 16,2 , 0
39833,2367,2,2016-12-10 18:40,6615,5752,8,16,0.87 , 1.20,12 , 12,0 , 3
39771,2367,5,2016-12-10 02:40,5422,5991,3,16,0.40 , 1.68,2 , 17,1 , 0
39768,2367,1,2016-12-10 00:40,7010,5991,19,22,1.02 , 1.04,20 , 20,2 , 3
39762,2367,8,2016-12-09 23:30,6137,5422,7,16,0.87 , 1.26,11 , 12,0 , 2
39761,2367,2,2016-12-09 22:30,6665,6667,16,3,1.65 , 0.52,13 , 6,0 , 2
39726,2367,3,2016-12-09 21:20,6667,5752,16,6,1.38 , 0.67,12 , 10,0 , 1
39724,2367,2,2016-12-09 19:15,6665,6615,16,7,1.33 , 0.82,17 , 6,4 , 1
31971,2135,1,2016-06-23 20:30,4494,5988,9,16,0.87 , 1.29,10 , 15,0 , 3
31970,2135,8,2016-06-23 20:30,4494,5988,9,16,0.90 , 1.19,13 , 12,1 , 3
31964,2135,8,2016-06-23 18:00,4608,6680,16,4,1.45 , 0.65,15 , 5,0 , 0
31955,2135,5,2016-06-23 18:00,4608,6680,16,9,1.28 , 0.81,17 , 8,0 , 3
31921,2135,6,2016-06-22 21:30,6680,5988,2,16,0.64 , 1.61,11 , 7,0 , 2
31914,2135,5,2016-06-22 20:40,5988,6680,5,16,0.78 , 1.32,7 , 14,0 , 2
31913,2135,6,2016-06-22 19:30,4608,5988,16,6,1.53 , 0.63,13 , 9,3 , 0
31910,2135,8,2016-06-22 18:20,5988,4608,8,16,0.82 , 1.26,13 , 11,2 , 0
31909,2135,6,2016-06-22 17:20,4494,6680,16,13,1.09 , 1.04,16 , 13,2 , 1
31905,2135,7,2016-06-22 16:00,6680,4494,12,16,0.98 , 1.11,15 , 13,1 , 2
31879,2135,7,2016-06-21 22:00,4494,4608,6,16,0.82 , 1.31,10 , 12,0 , 3
31871,2135,3,2016-06-21 21:05,4608,4494,6,16,0.70 , 1.42,8 , 14,2 , 1
31864,2135,7,2016-06-21 19:55,4494,5988,6,16,0.69 , 1.37,6 , 16,1 , 2
31860,2135,6,2016-06-21 18:20,5988,4494,16,19,0.89 , 1.19,16 , 19,2 , 1
31857,2135,2,2016-06-21 17:05,6680,4608,16,11,1.12 , 0.90,15 , 12,1 , 0
31854,2135,6,2016-06-21 16:00,4608,6680,16,6,1.40 , 0.77,14 , 8,3 , 0
31787,2135,7,2016-06-18 02:00,4991,6667,16,5,1.29 , 0.79,13 , 8,1 , 0
31786,2135,1,2016-06-18 02:00,4991,6667,16,12,1.16 , 0.89,15 , 13,2 , 2
31752,2135,3,2016-06-16 21:30,6667,5422,16,14,1.11 , 1.01,14 , 16,2 , 0
31751,2135,8,2016-06-16 21:30,6667,5422,14,16,1.09 , 1.05,17 , 11,1 , 2
31750,2135,1,2016-06-16 21:30,6667,5422,16,10,1.26 , 0.89,16 , 10,0 , 3
31749,2135,7,2016-06-16 18:00,4991,5996,16,6,1.33 , 0.89,8 , 14,3 , 1
31748,2135,3,2016-06-16 18:00,4991,5996,11,16,1.02 , 1.13,18 , 9,2 , 2
31747,2135,1,2016-06-16 18:00,4991,5996,16,12,1.28 , 0.89,17 , 11,1 , 4
31737,2135,2,2016-06-15 21:50,5996,5422,11,16,0.96 , 1.20,15 , 12,2 , 4
31735,2135,3,2016-06-15 20:30,5422,5996,16,12,1.15 , 0.99,16 , 12,2 , 1
31719,2135,2,2016-06-15 19:30,4991,5422,16,6,1.53 , 0.59,15 , 7,0 , 2
31710,2135,7,2016-06-15 18:20,5422,4991,9,16,0.86 , 1.21,10 , 15,1 , 5
31709,2135,6,2016-06-15 17:20,6667,5996,16,12,1.14 , 0.94,16 , 12,2 , 1
31708,2135,7,2016-06-15 16:00,5996,6667,13,16,1.07 , 1.09,15 , 14,0 , 3
31697,2135,3,2016-06-14 21:00,6667,4991,16,8,1.37 , 0.73,18 , 6,0 , 2
31696,2135,7,2016-06-14 20:20,4991,6667,16,0,1.76 , 0.46,12 , 4,3 , 0
31678,2135,3,2016-06-14 19:20,6667,5422,16,6,1.51 , 0.72,13 , 9,2 , 1
31674,2135,7,2016-06-14 18:00,5422,6667,5,16,0.65 , 1.52,7 , 14,2 , 1
31673,2135,3,2016-06-14 17:15,5996,4991,3,16,0.74 , 1.36,8 , 11,0 , 0
31672,2135,1,2016-06-14 16:00,4991,5996,16,13,1.17 , 0.94,14 , 15,2 , 2
31623,2135,8,2016-06-11 02:15,6665,5974,16,11,1.19 , 0.93,15 , 12,2 , 0
31621,2135,2,2016-06-11 02:15,6665,5974,16,19,1.03 , 1.06,17 , 18,4 , 1
31597,2135,8,2016-06-09 21:00,6137,5974,14,16,1.05 , 1.05,17 , 13,0 , 3
31620,2135,3,2016-06-11 02:15,6665,5974,16,7,1.43 , 0.69,15 , 8,1 , 0
31596,2135,7,2016-06-09 21:00,6137,5974,10,16,0.95 , 1.12,12 , 14,0 , 2
31595,2135,6,2016-06-09 21:00,6137,5974,16,6,1.40 , 0.74,12 , 10,1 , 1
31585,2135,1,2016-06-09 18:00,6665,6673,19,16,1.10 , 1.01,14 , 21,4 , 3
31563,2135,7,2016-06-08 22:00,6673,6137,5,16,0.72 , 1.37,10 , 11,0 , 2
31583,2135,8,2016-06-09 18:00,6665,6673,16,13,1.14 , 0.93,18 , 11,2 , 2
31559,2135,5,2016-06-08 21:00,6137,6673,16,8,1.24 , 0.82,12 , 12,3 , 0
31550,2135,8,2016-06-08 19:30,6665,6137,16,7,1.21 , 0.87,9 , 14,2 , 1
31549,2135,6,2016-06-08 18:30,6137,6665,16,6,1.36 , 0.79,15 , 7,2 , 1
31544,2135,2,2016-06-08 17:10,5974,6673,14,16,1.02 , 1.04,16 , 14,1 , 0
31543,2135,6,2016-06-08 16:00,6673,5974,7,16,0.76 , 1.34,6 , 17,1 , 0
