id,event_id,map,date,team1,team2,team1_score,team2_score,team1_rating,team2_rating,team1_first_kills,team2_first_kills,team1_clutches,team2_clutches
43974,2683,4,2017-04-04 18:30,4608,7716,16,9,1.33 , 0.83,19 , 6,2 , 0
43992,2683,7,2017-04-05 08:00,6651,4863,16,13,1.17 , 0.95,15 , 14,4 , 1
43963,2683,4,2017-04-04 15:30,6651,4991,8,16,0.82 , 1.30,8 , 16,2 , 3
43947,2683,3,2017-04-04 09:20,5378,6474,16,4,1.60 , 0.52,14 , 6,1 , 1
43960,2683,1,2017-04-04 13:50,6667,5310,10,16,0.98 , 1.19,12 , 14,1 , 4
43957,2683,6,2017-04-04 12:20,6665,5974,16,11,1.23 , 0.83,17 , 10,1 , 0
45819,2713,6,2017-05-06 05:00,6137,6615,16,1,1.63 , 0.47,13 , 4,2 , 0
43951,2683,3,2017-04-04 10:45,6137,4863,16,12,1.16 , 0.96,15 , 13,2 , 1
45822,2713,7,2017-05-06 07:30,6667,6665,16,13,1.28 , 0.91,15 , 14,1 , 4
45820,2713,8,2017-05-06 05:00,6137,6615,16,7,1.31 , 0.78,9 , 14,1 , 0
45827,2713,5,2017-05-06 07:30,6667,6665,11,16,0.88 , 1.20,15 , 12,1 , 2
45683,2713,6,2017-05-04 04:10,6615,6010,16,4,1.54 , 0.54,14 , 6,3 , 0
45691,2713,6,2017-05-04 11:35,6615,6010,16,10,1.36 , 0.73,17 , 9,2 , 1
45689,2713,5,2017-05-04 10:45,6211,6665,3,16,0.45 , 1.63,4 , 15,1 , 1
45687,2713,5,2017-05-04 08:20,7533,6010,13,16,1.04 , 1.14,14 , 15,1 , 3
45688,2713,6,2017-05-04 09:50,6667,6615,16,6,1.34 , 0.75,13 , 9,1 , 1
45686,2713,4,2017-05-04 07:00,6137,6665,16,12,1.08 , 0.96,15 , 13,0 , 0
45684,2713,1,2017-05-04 05:25,7533,6667,16,19,0.98 , 1.13,18 , 17,2 , 1
43946,2683,7,2017-04-04 08:00,7533,7010,16,3,1.49 , 0.67,13 , 6,2 , 1
45624,2713,7,2017-05-03 12:05,6667,6665,7,16,0.69 , 1.43,11 , 12,4 , 1
45623,2713,6,2017-05-03 11:05,6010,6211,16,5,1.32 , 0.80,13 , 8,2 , 0
45680,2713,7,2017-05-04 03:00,7606,6211,5,16,0.75 , 1.39,10 , 11,1 , 2
45622,2713,7,2017-05-03 09:35,6137,7533,16,14,1.14 , 0.96,17 , 13,2 , 3
45621,2713,6,2017-05-03 08:30,7606,6615,8,16,0.76 , 1.35,9 , 14,2 , 2
45620,2713,3,2017-05-03 07:15,6667,6211,16,4,1.48 , 0.63,13 , 7,1 , 1
45619,2713,4,2017-05-03 06:10,6665,6010,16,5,1.38 , 0.68,12 , 9,1 , 1
45610,2713,4,2017-05-03 03:00,7533,6615,25,23,1.03 , 1.03,22 , 26,3 , 2
47494,2557,4,2017-06-04 18:00,5995,7533,16,3,1.53 , 0.62,11 , 8,4 , 0
45618,2713,7,2017-05-03 05:10,6137,7606,16,6,1.37 , 0.81,14 , 8,2 , 1
47455,2557,3,2017-06-03 20:30,7533,5973,19,17,1.13 , 1.05,19 , 17,2 , 5
47490,2557,1,2017-06-04 18:00,5995,7533,16,13,1.18 , 0.92,12 , 17,0 , 1
47450,2557,8,2017-06-03 17:00,5995,6137,16,12,1.15 , 0.98,15 , 13,1 , 3
47492,2557,7,2017-06-04 18:00,5995,7533,16,5,1.39 , 0.73,12 , 8,0 , 1
47493,2557,8,2017-06-04 18:00,5995,7533,14,16,0.96 , 1.19,13 , 17,4 , 1
47453,2557,5,2017-06-03 20:30,7533,5973,16,5,1.39 , 0.73,12 , 9,3 , 0
47445,2557,1,2017-06-03 17:00,5995,6137,16,12,1.13 , 1.02,15 , 13,2 , 2
47350,2557,5,2017-06-01 19:30,5991,5973,4,16,0.63 , 1.51,5 , 15,2 , 2
47349,2557,6,2017-06-01 19:30,5991,5973,10,16,0.86 , 1.25,9 , 17,1 , 1
47316,2557,3,2017-06-01 00:20,6673,4494,10,16,1.03 , 1.15,12 , 14,4 , 4
47344,2557,1,2017-06-01 17:00,6137,4494,16,8,1.30 , 0.82,13 , 11,0 , 1
47347,2557,7,2017-06-01 19:30,5991,5973,16,14,1.07 , 1.10,12 , 18,2 , 2
47340,2557,3,2017-06-01 17:00,6137,4494,16,7,1.29 , 0.77,12 , 11,2 , 0
47318,2557,7,2017-06-01 00:25,5973,7533,16,10,1.12 , 1.02,14 , 12,5 , 2
47317,2557,7,2017-06-01 00:25,6615,4608,16,8,1.36 , 0.78,20 , 4,1 , 2
47315,2557,4,2017-05-31 23:00,4494,5973,16,12,1.15 , 0.94,20 , 8,1 , 1
47314,2557,3,2017-05-31 23:00,7533,6615,16,14,1.05 , 1.03,17 , 13,2 , 1
47313,2557,7,2017-05-31 21:50,4494,6615,16,12,1.12 , 1.01,16 , 12,1 , 4
47312,2557,7,2017-05-31 21:50,6673,4608,5,16,0.61 , 1.57,7 , 14,2 , 0
47310,2557,6,2017-05-31 21:00,6137,4991,4,0,1.74 , 0.60,2 , 2,0 , 0
47308,2557,6,2017-05-31 20:40,6137,5991,1,4,0.80 , 1.40,1 , 4,0 , 2
47305,2557,6,2017-05-31 20:00,5991,4991,10,6,1.26 , 0.85,7 , 9,0 , 1
47299,2557,8,2017-05-31 18:45,4991,5995,11,16,0.92 , 1.21,11 , 16,0 , 1
47298,2557,4,2017-05-31 18:45,6137,5991,3,16,0.71 , 1.54,7 , 12,0 , 4
47297,2557,3,2017-05-31 18:45,7010,5752,16,8,1.40 , 0.74,14 , 10,2 , 3
47295,2557,7,2017-05-31 17:40,5995,6137,16,6,1.33 , 0.75,12 , 10,0 , 1
47274,2557,5,2017-05-31 00:45,5973,6615,16,5,1.45 , 0.72,12 , 9,2 , 1
47294,2557,7,2017-05-31 17:40,5991,7010,16,2,1.59 , 0.66,9 , 9,1 , 0
47288,2557,8,2017-05-31 16:30,5995,7010,10,16,0.81 , 1.37,9 , 17,1 , 3
47287,2557,5,2017-05-31 16:30,4991,5752,16,6,1.32 , 0.73,14 , 8,0 , 0
47277,2557,3,2017-05-31 01:45,6673,5973,13,16,0.92 , 1.20,13 , 16,1 , 1
47276,2557,3,2017-05-31 01:45,7533,4608,16,13,1.15 , 0.92,18 , 11,0 , 3
47273,2557,7,2017-05-31 00:45,6673,7533,7,16,0.73 , 1.32,9 , 14,1 , 2
47269,2557,7,2017-05-30 23:20,4494,4608,19,15,1.11 , 1.01,19 , 15,2 , 0
47270,2557,1,2017-05-30 23:15,6673,6615,16,19,1.01 , 1.11,19 , 16,2 , 2
47267,2557,5,2017-05-30 21:50,4494,7533,17,19,0.93 , 1.18,12 , 24,2 , 1
47266,2557,6,2017-05-30 21:45,5973,4608,4,16,0.69 , 1.38,9 , 11,0 , 1
47263,2557,7,2017-05-30 20:15,5991,5752,16,11,1.23 , 0.91,14 , 13,4 , 2
47262,2557,1,2017-05-30 20:10,4991,6137,3,16,0.54 , 1.51,2 , 17,0 , 1
47259,2557,4,2017-05-30 18:55,4991,5991,16,9,1.22 , 0.93,14 , 11,0 , 0
47258,2557,3,2017-05-30 18:55,6137,7010,16,5,1.39 , 0.74,13 , 8,1 , 0
48474,2763,8,2017-06-25 14:30,6137,6665,12,16,1.08 , 0.96,18 , 10,0 , 4
47254,2557,4,2017-05-30 17:45,4991,7010,16,9,1.33 , 0.79,13 , 12,3 , 2
47253,2557,4,2017-05-30 17:45,5995,5752,4,16,0.59 , 1.48,5 , 15,0 , 0
47249,2557,5,2017-05-30 16:30,5995,5991,16,14,1.09 , 1.00,13 , 16,2 , 0
47246,2557,7,2017-05-30 16:30,6137,5752,16,7,1.36 , 0.80,16 , 7,0 , 2
48482,2763,4,2017-06-25 14:30,6137,6665,16,12,1.13 , 0.95,16 , 12,2 , 2
48479,2763,3,2017-06-25 14:30,6137,6665,16,14,1.12 , 0.96,12 , 18,1 , 2
48457,2763,3,2017-06-25 11:20,5752,6667,15,19,1.03 , 1.09,17 , 17,1 , 2
48453,2763,8,2017-06-25 11:20,5752,6667,5,16,0.78 , 1.44,4 , 17,0 , 1
48427,2763,4,2017-06-24 19:55,6665,5973,16,10,1.15 , 1.01,11 , 15,2 , 2
48378,2763,3,2017-06-24 13:00,4991,5973,6,16,0.68 , 1.43,6 , 16,2 , 2
48422,2763,8,2017-06-24 19:55,6665,5973,9,16,0.84 , 1.31,9 , 16,2 , 1
48417,2763,6,2017-06-24 19:55,6665,5973,16,4,1.56 , 0.60,14 , 6,1 , 1
48404,2763,8,2017-06-24 17:00,6667,5995,16,10,1.24 , 0.94,16 , 10,4 , 1
48365,2763,8,2017-06-24 10:15,6615,5995,5,16,0.69 , 1.46,5 , 16,2 , 1
48410,2763,6,2017-06-24 17:00,6667,5995,16,11,1.19 , 0.93,13 , 14,3 , 0
48368,2763,4,2017-06-24 10:15,6615,5995,6,16,0.78 , 1.34,6 , 16,0 , 1
48389,2763,4,2017-06-24 13:00,4991,5973,6,16,0.75 , 1.37,7 , 15,1 , 2
48384,2763,6,2017-06-24 13:00,4991,5973,16,12,1.10 , 1.02,17 , 11,2 , 1
48334,2763,3,2017-06-23 18:55,5752,6665,19,15,1.10 , 0.99,17 , 17,3 , 0
48329,2763,4,2017-06-23 17:10,5973,6665,11,16,1.01 , 1.00,17 , 10,1 , 0
48327,2763,6,2017-06-23 16:00,5752,4991,16,8,1.16 , 0.96,13 , 11,4 , 0
48323,2763,6,2017-06-23 14:40,6667,6137,8,16,0.85 , 1.32,9 , 15,0 , 1
48314,2763,1,2017-06-23 13:10,5995,6137,7,16,0.76 , 1.39,7 , 16,2 , 1
48311,2763,8,2017-06-23 11:15,6667,6615,16,9,1.17 , 0.98,10 , 15,1 , 0
39894,2367,6,2016-12-12 01:30,6615,6665,11,16,0.95 , 1.13,14 , 13,0 , 3
39893,2367,8,2016-12-12 01:30,6615,6665,6,16,0.67 , 1.37,7 , 13,0 , 2
39892,2367,8,2016-12-11 22:25,6665,6137,16,4,1.51 , 0.60,14 , 6,2 , 0
39891,2367,1,2016-12-11 22:25,6665,6137,16,9,1.27 , 0.81,15 , 10,1 , 0
39890,2367,5,2016-12-11 19:15,5991,6615,12,16,1.02 , 1.13,12 , 16,1 , 0
39855,2367,8,2016-12-11 04:50,5422,6137,10,16,0.90 , 1.21,11 , 15,1 , 1
39888,2367,8,2016-12-11 19:15,5991,6615,3,16,0.61 , 1.49,11 , 8,0 , 0
39854,2367,3,2016-12-11 04:50,5422,6137,16,7,1.21 , 0.88,13 , 10,2 , 1
39852,2367,1,2016-12-11 01:20,6667,6615,4,16,0.77 , 1.40,9 , 11,1 , 2
39853,2367,1,2016-12-11 04:50,5422,6137,9,16,0.76 , 1.37,9 , 16,3 , 1
39850,2367,5,2016-12-11 01:20,6667,6615,19,15,1.10 , 1.00,20 , 14,2 , 0
30823,2130,2,2016-05-15 16:00,6290,5995,16,11,1.20 , 0.94,10 , 17,2 , 1
29891,2099,7,2016-04-17 17:30,4608,4411,14,16,0.97 , 1.20,10 , 20,2 , 2
30826,2130,4,2016-05-15 16:00,6290,5995,19,16,1.24 , 0.91,17 , 18,2 , 4
28460,2036,4,2016-03-05 17:00,6290,4991,15,19,1.00 , 1.11,16 , 18,3 , 2
26721,1986,7,2015-12-13 20:00,4991,4608,16,6,1.26 , 0.65,11 , 11,1 , 0
25275,1617,7,2015-11-01 18:00,5991,4608,16,5,1.38 , 0.65,12 , 9,2 , 1
25274,1617,6,2015-11-01 18:00,5991,4608,16,14,0.86 , 1.11,16 , 13,4 , 0
25273,1617,2,2015-11-01 15:30,4411,4608,6,16,0.55 , 1.40,6 , 16,1 , 0
25272,1617,6,2015-11-01 15:30,4411,4608,3,16,0.66 , 1.39,3 , 16,1 , 3
25271,1617,1,2015-11-01 11:00,5991,5995,16,7,1.38 , 0.73,10 , 13,2 , 1
25267,1617,4,2015-11-01 11:00,5991,5995,25,21,1.04 , 1.01,21 , 25,1 , 4
25266,1617,2,2015-11-01 11:00,5991,5995,10,16,0.89 , 1.13,10 , 15,1 , 3
25265,1617,8,2015-10-31 19:30,6290,4608,13,16,0.88 , 1.00,12 , 17,1 , 2
25264,1617,2,2015-10-31 19:30,6290,4608,14,16,0.96 , 1.08,11 , 19,2 , 2
25263,1617,2,2015-10-31 16:45,5996,4411,8,16,0.85 , 1.19,10 , 14,1 , 2
25262,1617,6,2015-10-31 16:45,5996,4411,10,16,0.92 , 1.07,15 , 11,1 , 2
25259,1617,1,2015-10-31 13:45,5378,5995,10,16,0.88 , 1.16,16 , 10,0 , 3
25258,1617,1,2015-10-31 10:00,5991,4991,16,2,1.49 , 0.44,11 , 7,0 , 0
25260,1617,6,2015-10-31 13:45,5378,5995,17,19,0.96 , 1.03,19 , 17,2 , 3
25256,1617,3,2015-10-31 10:00,5991,4991,9,16,0.82 , 1.14,14 , 11,1 , 0
25257,1617,7,2015-10-31 10:00,5991,4991,16,9,1.25 , 0.74,17 , 8,1 , 3
25254,1617,7,2015-10-30 20:10,5974,4608,16,10,1.01 , 0.90,12 , 14,3 , 0
25255,1617,4,2015-10-30 20:10,5974,4608,8,16,0.77 , 1.22,8 , 16,2 , 2
25253,1617,6,2015-10-30 20:10,5974,4608,9,16,0.83 , 1.13,13 , 12,1 , 2
25251,1617,1,2015-10-30 17:30,4411,5284,16,14,0.97 , 1.10,16 , 14,2 , 1
25252,1617,2,2015-10-30 17:30,4411,5284,16,1,1.59 , 0.38,14 , 3,2 , 0
25243,1617,2,2015-10-30 10:00,5752,4991,6,16,0.81 , 1.17,9 , 13,1 , 3
25250,1617,1,2015-10-30 13:00,4494,5995,5,16,0.62 , 1.36,10 , 11,2 , 1
25249,1617,4,2015-10-30 13:00,4494,5995,16,12,1.07 , 0.87,15 , 13,0 , 1
25247,1617,3,2015-10-30 13:00,4494,5995,16,19,0.94 , 1.07,18 , 17,3 , 6
25244,1617,8,2015-10-30 10:00,5752,4991,12,16,0.92 , 1.10,11 , 17,0 , 1
25242,1617,3,2015-10-29 22:25,5991,4608,16,9,1.25 , 0.80,14 , 11,1 , 4
25241,1617,6,2015-10-29 20:55,5378,5284,16,7,1.24 , 0.81,13 , 10,2 , 2
25240,1617,2,2015-10-29 19:45,5996,5995,16,6,1.26 , 0.73,12 , 10,3 , 1
25237,1617,3,2015-10-29 14:20,5973,4411,11,16,0.85 , 1.13,13 , 14,1 , 0
25239,1617,4,2015-10-29 17:30,4991,6290,13,16,0.99 , 0.96,17 , 11,1 , 0
25238,1617,7,2015-10-29 15:55,5422,5974,14,16,0.96 , 0.97,12 , 18,0 , 3
25236,1617,8,2015-10-29 12:35,5988,4494,8,16,0.83 , 1.22,10 , 14,1 , 2
25234,1617,7,2015-10-28 20:15,4608,5974,16,12,1.13 , 0.86,15 , 13,2 , 2
25235,1617,7,2015-10-29 10:00,6375,5752,13,16,0.94 , 1.01,11 , 17,2 , 0
25233,1617,7,2015-10-28 19:15,5991,5422,16,6,1.35 , 0.60,12 , 9,0 , 1
26720,1986,6,2015-12-13 20:00,4991,4608,14,16,0.92 , 1.02,15 , 15,1 , 2
25232,1617,7,2015-10-28 17:40,4411,5284,13,16,0.89 , 1.09,15 , 14,1 , 1
25230,1617,7,2015-10-28 16:00,5378,5973,19,15,1.05 , 0.87,17 , 17,1 , 4
25229,1617,4,2015-10-28 14:45,5995,4494,16,8,1.28 , 0.70,15 , 9,1 , 1
25228,1617,1,2015-10-28 13:30,5996,5988,16,6,1.19 , 0.80,13 , 9,5 , 3
25227,1617,2,2015-10-28 12:00,6290,5752,16,11,1.11 , 0.86,16 , 11,0 , 0
25226,1617,7,2015-10-28 10:45,4991,6375,16,10,1.11 , 0.85,14 , 11,2 , 2
26719,1986,3,2015-12-13 20:00,4991,4608,6,16,0.80 , 1.20,6 , 16,0 , 2
26718,1986,2,2015-12-13 20:00,4991,4608,16,14,0.99 , 0.95,16 , 14,0 , 0
26714,1986,7,2015-12-13 04:01,5991,4608,18,22,0.94 , 1.00,22 , 18,1 , 6
26717,1986,4,2015-12-13 20:00,4991,4608,16,14,1.00 , 0.96,13 , 17,0 , 0
26710,1986,2,2015-12-13 04:01,5991,4608,9,16,0.82 , 1.16,7 , 18,0 , 1
26691,1986,3,2015-12-12 21:58,4608,6290,16,6,1.24 , 0.79,15 , 7,3 , 1
26706,1986,3,2015-12-13 01:30,6548,4991,14,16,1.02 , 0.93,17 , 13,0 , 3
26693,1986,4,2015-12-13 01:30,6548,4991,12,16,0.91 , 1.00,12 , 16,1 , 2
26690,1986,6,2015-12-12 21:58,4608,6290,12,16,1.04 , 0.95,16 , 12,1 , 2
26688,1986,3,2015-12-12 19:00,4991,5973,16,8,1.16 , 0.81,15 , 9,5 , 3
26689,1986,7,2015-12-12 21:58,4608,6290,16,11,1.14 , 0.83,15 , 12,1 , 4
26687,1986,1,2015-12-12 19:00,4991,5973,16,14,1.00 , 0.96,19 , 11,0 , 2
26675,1986,8,2015-12-12 03:58,5974,6290,12,16,1.00 , 0.93,13 , 15,1 , 4
26674,1986,3,2015-12-12 03:58,5974,6290,8,16,0.85 , 1.12,14 , 10,1 , 0
26673,1986,8,2015-12-12 01:00,5973,6292,16,6,1.38 , 0.62,16 , 6,1 , 0
26672,1986,1,2015-12-12 01:00,5973,6292,16,7,1.09 , 0.84,10 , 13,1 , 0
26671,1986,4,2015-12-12 01:00,5973,6292,12,16,0.86 , 1.09,12 , 16,2 , 3
26666,1986,4,2015-12-11 22:00,6548,4608,16,13,1.01 , 0.99,15 , 14,2 , 3
23351,1882,3,2015-09-12 17:00,5996,5378,14,16,0.94 , 1.05,10 , 20,1 , 0
26665,1986,6,2015-12-11 22:00,6548,4608,16,12,1.05 , 0.92,16 , 12,1 , 1
26579,1986,4,2015-12-11 02:30,4608,6290,19,15,1.05 , 0.89,14 , 20,2 , 1
26659,1986,7,2015-12-11 19:00,5991,4991,16,11,1.01 , 0.94,18 , 9,3 , 0
26664,1986,4,2015-12-11 19:00,5991,4991,16,6,1.10 , 0.86,14 , 8,5 , 0
26558,1986,3,2015-12-11 00:15,6548,5974,16,12,1.07 , 0.84,11 , 17,2 , 0
26559,1986,4,2015-12-11 00:15,6548,5974,16,6,1.27 , 0.75,14 , 8,2 , 0
26574,1986,2,2015-12-11 02:30,4608,6290,16,5,1.34 , 0.65,12 , 9,0 , 0
26557,1986,4,2015-12-10 22:00,4991,6292,16,10,1.19 , 0.79,16 , 10,2 , 3
26556,1986,3,2015-12-10 22:00,4991,6292,16,4,1.31 , 0.73,10 , 10,3 , 1
26554,1986,1,2015-12-10 19:00,5973,5991,5,16,0.79 , 1.19,8 , 13,1 , 3
26553,1986,7,2015-12-10 19:00,5973,5991,14,16,1.02 , 0.98,16 , 14,3 , 1
23348,1882,7,2015-09-12 17:00,5996,5378,7,16,0.67 , 1.28,9 , 14,2 , 1
23347,1882,2,2015-09-12 17:00,5996,5378,16,3,1.46 , 0.52,13 , 6,1 , 0
23346,1882,6,2015-09-12 17:00,5996,5378,7,16,0.70 , 1.26,10 , 13,4 , 2
23345,1882,8,2015-09-12 17:00,5996,5378,16,13,1.00 , 0.95,14 , 15,2 , 2
23321,1882,1,2015-09-11 20:45,5378,4991,16,4,1.34 , 0.67,13 , 7,6 , 0
23311,1882,7,2015-09-11 20:45,5378,4991,7,16,0.65 , 1.31,10 , 13,0 , 3
23320,1882,6,2015-09-11 20:45,5378,4991,16,5,1.31 , 0.63,17 , 4,2 , 0
23310,1882,4,2015-09-11 17:00,5996,4411,16,10,1.05 , 0.87,12 , 14,2 , 0
23296,1882,6,2015-09-11 13:05,4991,5284,16,5,1.30 , 0.70,12 , 9,1 , 2
23268,1882,2,2015-09-10 19:00,5752,4411,16,19,0.89 , 1.13,18 , 17,1 , 1
23309,1882,3,2015-09-11 17:00,5996,4411,16,8,1.15 , 0.78,14 , 10,2 , 1
23303,1882,4,2015-09-11 13:05,4991,5284,16,13,0.99 , 0.99,20 , 9,3 , 2
23308,1882,2,2015-09-11 17:00,5996,4411,7,16,0.76 , 1.24,8 , 15,1 , 1
23295,1882,4,2015-09-11 10:15,5991,4411,7,16,0.70 , 1.27,9 , 14,1 , 1
23294,1882,2,2015-09-11 10:15,5991,4411,13,16,0.86 , 1.08,10 , 19,2 , 1
23272,1882,7,2015-09-10 23:20,5284,4608,16,10,1.08 , 0.93,13 , 13,5 , 3
23270,1882,2,2015-09-10 20:30,4991,5996,17,19,0.96 , 1.00,17 , 19,3 , 2
23267,1882,1,2015-09-10 17:30,5991,5378,7,16,0.86 , 1.20,9 , 14,1 , 5
23266,1882,8,2015-09-10 16:30,5996,4608,16,10,1.15 , 0.77,13 , 13,0 , 2
23265,1882,7,2015-09-10 15:15,4991,5284,16,6,1.29 , 0.66,16 , 6,1 , 0
23264,1882,3,2015-09-10 14:20,5378,4411,16,7,1.09 , 0.88,14 , 9,1 , 0
23263,1882,7,2015-09-10 13:15,5991,5752,16,12,1.14 , 0.90,14 , 14,1 , 3
26271,1615,1,2015-11-28 14:00,4991,5378,16,9,1.20 , 0.80,16 , 9,1 , 0
26273,1615,8,2015-11-28 17:32,5996,6290,6,16,0.67 , 1.26,10 , 12,0 , 1
26277,1615,7,2015-11-28 21:35,4991,6290,16,11,0.98 , 0.93,19 , 8,0 , 3
26278,1615,4,2015-11-28 21:35,4991,6290,16,7,1.13 , 0.77,11 , 12,3 , 1
26276,1615,6,2015-11-28 21:35,4991,6290,9,16,0.92 , 1.04,10 , 15,0 , 1
26270,1615,4,2015-11-28 14:00,4991,5378,16,10,1.06 , 0.92,17 , 9,2 , 1
26272,1615,3,2015-11-28 17:32,5996,6290,16,5,1.24 , 0.76,10 , 11,4 , 1
26274,1615,4,2015-11-28 17:32,5996,6290,17,21,0.84 , 1.11,19 , 19,2 , 0
26269,1615,3,2015-11-28 14:00,4991,5378,11,16,0.87 , 1.08,11 , 16,2 , 5
26268,1615,7,2015-11-27 21:00,4411,6290,6,16,0.76 , 1.29,8 , 14,3 , 3
26266,1615,1,2015-11-27 21:00,4411,6290,21,19,1.04 , 0.96,22 , 18,2 , 3
26265,1615,3,2015-11-27 21:00,4411,6290,10,16,0.87 , 1.16,8 , 18,1 , 1
26264,1615,3,2015-11-27 18:00,5378,5973,16,8,1.10 , 0.90,15 , 9,3 , 0
26263,1615,8,2015-11-27 18:00,5378,5973,16,6,1.24 , 0.75,16 , 6,2 , 3
26262,1615,4,2015-11-27 15:00,5991,6290,11,16,0.93 , 1.05,16 , 11,1 , 2
26261,1615,7,2015-11-27 15:00,5991,6290,16,8,1.23 , 0.79,10 , 14,1 , 1
26260,1615,3,2015-11-27 15:00,5991,6290,6,16,0.74 , 1.20,10 , 12,1 , 3
26258,1615,1,2015-11-27 12:00,6468,5973,11,16,0.80 , 1.18,9 , 18,2 , 0
26256,1615,2,2015-11-26 20:30,4411,4991,4,16,0.71 , 1.28,7 , 13,0 , 5
26257,1615,7,2015-11-27 12:00,6468,5973,8,16,0.71 , 1.23,11 , 13,1 , 1
26255,1615,2,2015-11-26 19:00,4991,6290,16,0,1.69 , 0.32,12 , 4,0 , 0
26254,1615,3,2015-11-26 17:30,5991,4411,8,16,0.79 , 1.18,5 , 19,0 , 0
26253,1615,3,2015-11-26 16:00,5378,5996,13,16,0.97 , 1.02,15 , 14,1 , 1
26252,1615,8,2015-11-26 14:30,5996,5973,16,0,1.54 , 0.50,6 , 10,4 , 0
26251,1615,7,2015-11-26 13:00,5378,6468,16,12,1.18 , 0.79,20 , 8,0 , 2
40239,1978,7,2016-01-17 14:00,4991,4608,16,7,1.36 , 0.76,18 , 5,0 , 2
40238,1978,2,2016-01-17 14:00,4991,4608,16,3,1.56 , 0.56,16 , 3,1 , 1
40236,1978,7,2016-01-16 17:45,5991,4608,12,16,0.94 , 1.24,10 , 18,2 , 1
40237,1978,6,2016-01-16 17:45,5991,4608,5,16,0.67 , 1.47,7 , 14,0 , 3
40235,1978,4,2016-01-16 11:00,6290,4991,14,16,1.05 , 1.13,14 , 15,2 , 3
40234,1978,1,2016-01-16 11:00,6290,4991,7,16,0.80 , 1.34,8 , 15,1 , 2
40232,1978,3,2016-01-15 18:25,4608,6548,16,13,1.13 , 0.94,20 , 9,1 , 2
40233,1978,3,2016-01-16 11:00,6290,4991,16,6,1.52 , 0.70,13 , 9,1 , 2
40231,1978,8,2016-01-15 18:25,4608,6548,11,16,0.99 , 1.09,13 , 14,0 , 3
40230,1978,2,2016-01-15 18:25,4608,6548,16,4,1.62 , 0.48,13 , 7,0 , 1
40228,1978,4,2016-01-15 11:45,5995,4991,2,16,0.60 , 1.59,7 , 11,0 , 2
40227,1978,1,2016-01-15 11:45,5995,4991,8,16,0.85 , 1.31,8 , 16,2 , 0
40226,1978,4,2016-01-14 16:00,6548,4991,7,16,0.85 , 1.23,8 , 15,1 , 2
40220,1978,2,2016-01-14 12:00,4991,6637,16,4,1.43 , 0.66,10 , 10,1 , 0
40224,1978,2,2016-01-14 16:00,6548,4991,10,16,0.80 , 1.23,12 , 13,0 , 0
40223,1978,6,2016-01-14 16:00,4608,5995,16,14,1.06 , 1.02,13 , 16,1 , 3
40225,1978,3,2016-01-14 16:00,6548,4991,16,8,1.27 , 0.84,18 , 6,0 , 1
40219,1978,4,2016-01-14 12:00,4991,6637,14,16,1.07 , 1.01,12 , 18,1 , 2
40221,1978,2,2016-01-14 16:00,4608,5995,19,17,1.08 , 1.03,17 , 19,3 , 3
40218,1978,1,2016-01-14 12:00,4991,6637,16,10,1.26 , 0.81,20 , 6,0 , 3
40213,1978,6,2016-01-14 09:00,4991,5991,7,16,0.77 , 1.34,7 , 16,1 , 1
40217,1978,4,2016-01-14 12:00,5991,6548,16,13,1.22 , 0.90,13 , 15,1 , 2
40216,1978,3,2016-01-14 12:00,5991,6548,16,14,0.98 , 1.11,11 , 19,4 , 1
40215,1978,6,2016-01-14 09:30,6637,6548,14,16,0.98 , 1.08,16 , 14,0 , 1
40214,1978,2,2016-01-14 09:30,6637,6548,7,16,0.67 , 1.39,7 , 16,0 , 1
40212,1978,3,2016-01-14 09:00,4991,5991,8,16,0.86 , 1.28,11 , 13,0 , 3
40211,1978,3,2016-01-13 17:00,6503,5995,11,16,0.93 , 1.15,14 , 13,1 , 1
40202,1978,6,2016-01-13 14:45,5995,6290,9,16,0.84 , 1.24,10 , 15,1 , 1
40210,1978,1,2016-01-13 17:00,6503,5995,14,16,1.01 , 1.11,16 , 14,2 , 2
40209,1978,4,2016-01-13 17:00,6503,5995,16,6,1.29 , 0.82,11 , 11,3 , 0
40205,1978,3,2016-01-13 17:00,4608,6290,9,16,0.92 , 1.22,14 , 11,1 , 3
40204,1978,6,2016-01-13 17:00,4608,6290,14,16,1.02 , 1.02,14 , 16,1 , 2
40203,1978,4,2016-01-13 14:45,5995,6290,7,16,0.78 , 1.37,9 , 14,1 , 0
40201,1978,6,2016-01-13 12:10,4608,6503,16,7,1.22 , 0.84,11 , 12,0 , 0
40200,1978,3,2016-01-13 12:10,4608,6503,16,5,1.49 , 0.57,14 , 7,2 , 1
28459,2036,1,2016-03-05 17:00,6290,4991,3,16,0.70 , 1.41,7 , 12,0 , 3
28440,2036,4,2016-03-04 16:15,4991,5378,16,8,1.30 , 0.91,14 , 10,1 , 2
28457,2036,8,2016-03-05 17:00,6290,4991,17,19,1.01 , 1.13,15 , 21,6 , 1
28447,2036,4,2016-03-04 22:45,6665,4991,7,16,0.74 , 1.33,9 , 14,1 , 2
28446,2036,1,2016-03-04 22:45,6665,4991,16,12,1.09 , 1.06,14 , 14,3 , 0
28445,2036,8,2016-03-04 22:45,6665,4991,6,16,1.00 , 1.18,13 , 9,0 , 4
28441,2036,8,2016-03-04 19:30,6290,4608,22,19,1.06 , 1.00,19 , 22,5 , 3
